Subject,Relationship,Object
NCT01126970,measures_secondary,hip circumference
NCT01126970,measures_secondary,BMI
NCT01126970,has_criteria,18 to 65 years old
NCT01126970,has_criteria,BMI 30.0 to 45.0 kg/m2
NCT06259175,involves,arterial hypertension
NCT06259175,evaluates,amlodipine/ indapamide/ perindopril
NCT06259175,measures_primary,Mean changes from baseline
NCT06259175,measures_secondary,Proportion of patients
NCT06259175,has_criteria,concomitant antihypertensive medicines
NCT01716975,involves,Schizophrenia
NCT01716975,evaluates,EVP-6124
NCT01716975,measures_primary,Change from Baseline
NCT01716975,measures_secondary,Safety and Tolerability
NCT01716975,has_criteria,Age 18 to 50 years
NCT02322775,involves,Asthma
NCT02322775,evaluates,Benralizumab
NCT02322775,measures_primary,FEV1 change
NCT02322775,measures_secondary,PEF change
NCT02322775,has_criteria,eosinophil count
NCT02322775,has_criteria,region
NCT01375075,involves,Hyperlipidemia
NCT01375075,evaluates,LY2484595
NCT01375075,measures_primary,Percent Change HDL-C
NCT01375075,measures_primary,Percent Change LDL-C
NCT01375075,measures_secondary,Area Under the Curve
NCT01375075,measures_secondary,Rash Episodes
NCT01375075,has_criteria,Baseline
NCT02549170,involves,Chronic Inflammatory Demyelinating Polyradiculoneuropathy
NCT02549170,evaluates,HyQvia
NCT02549170,evaluates,Gammagard Liquid
NCT02549170,measures_primary,Relapse rate
NCT02549170,measures_secondary,Responder rate
NCT02549170,has_criteria,worsening of functional disability
NCT04981470,involves,Hypertension
NCT04981470,evaluates,baroloop System
NCT04981470,measures_primary,Composite MAE rate
NCT04981470,measures_secondary,Change in blood pressure
NCT04981470,measures_secondary,Change in 24-hour ABPM
NCT04981470,measures_secondary,Change in Office Blood Pressure
NCT04981470,measures_secondary,Change in antihypertensive drugs/dosages
NCT04981470,measures_secondary,Quality of Life Evaluation
NCT04981470,has_criteria,Aged 18-79 years
NCT06488170,involves,psoriasis
NCT06488170,involves,psoriatic arthritis
NCT06488170,evaluates,Tildrakizumab
NCT06488170,measures_primary,Change From Baseline
NCT06488170,measures_secondary,Dermatology Life Quality Index
NCT06488170,measures_secondary,Psoriasis Area and Severity Index
NCT06488170,measures_secondary,Relative PASI Score
NCT06488170,has_criteria,Baseline to Week 28
NCT03284970,involves,RRMS
NCT03284970,evaluates,Rebif
NCT03284970,evaluates,Tecfidera
NCT03284970,measures_primary,Percentage of Infections
NCT03284970,measures_secondary,Lymphocyte Levels
NCT03284970,measures_secondary,Lymphopenia Grades
NCT03284970,measures_secondary,CD4 and CD8 Counts
NCT03284970,measures_secondary,CD4 and CD8 Ratio
NCT03284970,measures_secondary,Adverse Events
NCT03284970,has_criteria,interferon beta 1a SC 44 micro-gram thrice a week
NCT03284970,has_criteria,dimethyl fumarate
NCT03284970,has_criteria,at least one year of laboratory values
NCT03284970,has_criteria,laboratory tests after January 1
NCT00445770,involves,Rheumatoid Arthritis
NCT00445770,evaluates,Etanercept
NCT00445770,evaluates,Methotrexate
NCT00445770,measures_primary,Change From Baseline in mTSS
NCT00445770,measures_secondary,Change From Baseline in Erosion Score
NCT00445770,measures_secondary,Change From Baseline in JSN Score
NCT00445770,has_criteria,Japanese Subjects
NCT04540770,evaluates,HuL001
NCT04540770,measures_primary,Frequency
NCT04540770,measures_secondary,Proportion of subjects who report clinically significant abnormal findings in physical examination
NCT04540770,measures_secondary,Change from baseline in blood pressure
NCT04540770,measures_secondary,Change from baseline in respiratory rate
NCT04540770,measures_secondary,Change from baseline in heart rate
NCT04540770,measures_secondary,Change from baseline in body temperature
NCT04540770,measures_secondary,Change from baseline in hematology assessments
NCT04540770,measures_secondary,Change from baseline in biochemistry assessments
NCT04540770,measures_secondary,Change from baseline in electrocardiogram (ECG) results
NCT02198170,involves,Healthy Volunteers
NCT02198170,evaluates,lenvatinib
NCT02198170,measures_primary,Pharmacokinetics
NCT02198170,measures_secondary,Safety
NCT02198170,has_criteria,Non-smoking
NCT02198170,has_criteria,age 18-55 years
NCT02198170,has_criteria,BMI 18-30 kg/m2
NCT02198170,has_criteria,negative pregnancy test
NCT01155570,involves,Psoriasis Vulgaris
NCT01155570,involves,Psoriatic Arthritis
NCT01155570,evaluates,Humira
NCT01155570,measures_primary,Physician's Global Assessment
NCT01155570,has_criteria,Japanese local regulations
NCT05593575,involves,Diabetic Kidney Disease
NCT05593575,evaluates,SPH3127 Tablets
NCT05593575,measures_primary,Percentage change UACR
NCT05593575,measures_secondary,Percentage change log-transformed UACR
NCT05593575,measures_secondary,Change trend eGFR
NCT05593575,has_criteria,Type 2 diabetes
NCT05593575,has_criteria,UACR 30 mg/g ≤ UACR \< 3000mg/g
NCT05593575,has_criteria,eGFR ≥ 45mL/min/1.73 m2
NCT05593575,has_criteria,AST and ALT ≤ 2 times ULN
NCT05593575,has_criteria,total bilirubin ≤ 1.5 times ULN
NCT05593575,has_criteria,hemoglobin ≥ 90 g/L
NCT05593575,has_criteria,Serum potassium 3.5 mmol/L ≤Serum potassium ≤ 4.8 mmol/L
NCT05593575,has_criteria,effective contraceptive measures
NCT05593575,has_criteria,informed consent
NCT06257875,involves,Ulcerative Colitis
NCT06257875,evaluates,Lutikizumab
NCT06257875,measures_primary,Endoscopic Improvement
NCT06257875,measures_secondary,Clinical Remission
NCT06257875,measures_secondary,Clinical Response
NCT06257875,has_criteria,Endoscopy subscore
NCT04244175,involves,Focal Onset Seizures
NCT04244175,evaluates,CVL-865
NCT04244175,measures_primary,Change From Baseline
NCT04244175,measures_secondary,Response Ratio
NCT04244175,measures_secondary,Percentage of Participants
NCT04244175,measures_secondary,Seizure-free Participants
NCT04244175,measures_secondary,Seizure Rate over Time
NCT04244175,measures_secondary,Patient's Global Impression
NCT04244175,measures_secondary,Change from Baseline in CGI-S
NCT04244175,has_criteria,Baseline up to Day 71
NCT05643170,involves,Schizophrenia
NCT05643170,evaluates,KarXT
NCT05643170,measures_primary,IAQ Scores
NCT05643170,measures_secondary,CGI-S Scores
NCT05643170,has_criteria,DSM-5 Diagnosis
NCT06546670,involves,Sickle Cell Disease
NCT06546670,evaluates,ITU512
NCT06546670,measures_primary,HbF%
NCT06546670,measures_secondary,AUC of ITU512
NCT06546670,measures_secondary,Cmax of ITU512
NCT06546670,measures_secondary,Tmax of ITU512
NCT06546670,has_criteria,Healthy Participants
NCT00811070,involves,Philadelphia chromosome positive leukemias
NCT00811070,evaluates,SKI-606
NCT00811070,measures_primary,Major Cytogenetic Response
NCT00811070,measures_secondary,Maximum Tolerated Dose
NCT00811070,has_criteria,Dose-Limiting Toxicity
NCT01968070,evaluates,LY3127760
NCT01968070,measures_primary,AUC 0-∞
NCT01968070,measures_secondary,Cmax
NCT01968070,has_criteria,Overtly healthy males
NCT01968070,has_criteria,Females
NCT01968070,has_criteria,Body mass index
NCT01968070,has_criteria,Normotensive
NCT06303570,involves,Dercum's Disease
NCT06303570,evaluates,CBL-514
NCT06303570,measures_primary,Complete Response
NCT06303570,measures_secondary,pain
NCT06303570,measures_secondary,partial response
NCT06303570,has_criteria,aged 18 to 64
NCT04545970,involves,Facial Lines
NCT04545970,evaluates,Cosmetic Product
NCT04545970,measures_primary,Investigator Clinical Grading
NCT04545970,measures_secondary,Subject Tolerability Assessment
NCT04545970,has_criteria,Baseline
NCT01951170,involves,Rheumatoid Arthritis
NCT01951170,evaluates,RoActemra/Actemra
NCT01951170,measures_primary,Change from baseline mTSS
NCT01951170,measures_secondary,DAS28-ESR Remission
NCT01951170,measures_secondary,ACR20/50/70 Responses
NCT01951170,has_criteria,Disease activity score 28-ESR
NCT02848170,involves,essential hypertension
NCT02848170,evaluates,CS-3150
NCT02848170,evaluates,Olmesartan
NCT02848170,measures_primary,blood pressure change
NCT02848170,measures_secondary,blood pressure control
NCT02848170,has_criteria,age ≥ 20 years
NCT02848170,has_criteria,mean 24 hour SBP ≥ 130 mmHg
NCT02848170,has_criteria,mean 24 hour DBP ≥ 80 mmHg
NCT02848170,has_criteria,Sitting SBP ≥ 140 mmHg
NCT02848170,has_criteria,Sitting SBP < 180 mmHg
NCT02848170,has_criteria,Sitting DBP ≥ 90 mmHg
NCT02848170,has_criteria,Sitting DBP < 110 mmHg
NCT02848170,has_criteria,no secondary hypertension
NCT02848170,has_criteria,no malignant hypertension
NCT02848170,has_criteria,no diabetes mellitus
NCT02848170,has_criteria,serum potassium 3.5-5.1 mEq/L
NCT02848170,has_criteria,normal day-night cycle
NCT02848170,has_criteria,eGFR ≥ 60 mL/min/1.73 m\^2
NCT04132570,involves,Rhinitis
NCT04132570,evaluates,Intranasal Budesonide Aqueous Spray
NCT04132570,measures_primary,rTNSS change
NCT04132570,measures_secondary,SGIC
NCT04132570,measures_secondary,Individual Nasal Symptoms Scores
NCT04132570,measures_secondary,Individual non-Nasal Symptoms Score
NCT04132570,has_criteria,Baseline up to 10 days
NCT03100942,involves,Sjogren's Syndrome
NCT03100942,evaluates,Filgotinib
NCT03100942,evaluates,Lanraplenib
NCT03100942,evaluates,Tirabrutinib
NCT03100942,measures_primary,Percentage of Participants Fulfilling Protocol-Specified Response Criteria at Week 12
NCT03100942,measures_secondary,Change From Baseline in EULAR Sjogren's Syndrome Disease Activity Index (ESSDAI) at Week 12
NCT03100942,measures_secondary,Change From Baseline in EULAR Sjogren's Syndrome Patient Reported Index (ESSPRI) at Week 12
NCT03100942,has_criteria,Improvement ≥ 20% in ≥ 3 of 5 participant-reported Sjogren's syndrome (SjS) related visual analogue score (VAS) measures
NCT02477670,involves,Schizophrenia
NCT02477670,evaluates,AVP-786
NCT02477670,measures_primary,Change From Baseline
NCT02477670,measures_secondary,Change From Baseline
NCT02477670,has_criteria,Baseline and Week 6
NCT00549770,involves,Essential Hypertension
NCT00549770,evaluates,LCZ696A
NCT00549770,measures_primary,Change in msDBP
NCT00549770,measures_primary,Change in msSBP
NCT00549770,measures_secondary,Change in maDBP
NCT00549770,measures_secondary,Change in maSBP
NCT00549770,measures_secondary,Daytime maDBP
NCT00549770,measures_secondary,Nighttime maDBP
NCT00549770,has_criteria,baseline
NCT03345342,involves,Schizophrenia
NCT03345342,evaluates,Paliperidone Palmitate
NCT03345342,measures_primary,Time to relapse
NCT03345342,measures_secondary,Change From Baseline in PANSS Total Score
NCT03345342,measures_secondary,Change From Baseline in CGI-S Score
NCT03345342,has_criteria,Psychiatric hospitalization
NCT06191042,involves,Psoriasis Vulgaris
NCT06191042,involves,Psoriatic Arthritis
NCT06191042,evaluates,si-544
NCT06191042,measures_primary,psoriasis area and severity index
NCT06191042,measures_secondary,PASI response rate
NCT06191042,has_criteria,Adults
NCT06122649,involves,Plaque-type Psoriasis
NCT06122649,evaluates,Apremilast
NCT06122649,measures_primary,PASI 75% reduction
NCT06122649,measures_secondary,sPGA score 0 or 1
NCT06122649,measures_secondary,Whole Body Itch Scale
NCT06122649,measures_secondary,Scalp Physician's Globa Assesment
NCT06122649,measures_secondary,Affected Body Surface Area
NCT06122649,measures_secondary,Dermatology Life Quality Index
NCT06122649,measures_secondary,Scalp Itch NRS
NCT06122649,has_criteria,Chinese participants aged ≥18
NCT06122649,has_criteria,Diagnosis of chronic
NCT06122649,has_criteria,sPGA score ≥ 3
NCT06122649,has_criteria,PASI score ≥ 12
NCT06122649,has_criteria,BSA involvement ≥ 10%
NCT01124370,involves,Heart Failure
NCT01124370,evaluates,remedē System
NCT01124370,measures_primary,AHI Change From Baseline
NCT01124370,measures_secondary,Epworth Sleepiness Scale Change
NCT01124370,measures_secondary,Minnesota Living With Heart Failure Questionnaire Change
NCT01124370,has_criteria,Up to 2 years
NCT00608842,involves,Superficial Lipomas
NCT00608842,evaluates,study material
NCT00608842,measures_primary,Complete Clearance
NCT00608842,measures_secondary,Adverse Events
NCT00608842,has_criteria,palpable lipomas
NCT03823300,involves,Neovascular Age-Related Macular Degeneration
NCT03823300,evaluates,Faricimab
NCT03823300,measures_primary,Change From Baseline BCVA
NCT03823300,measures_secondary,Best Corrected Visual Acuity
NCT03823300,has_criteria,Baseline BCVA
NCT02718300,involves,Myelofibrosis
NCT02718300,evaluates,INCB050465
NCT02718300,evaluates,Ruxolitinib
NCT02718300,measures_primary,Spleen Volume
NCT02718300,measures_secondary,Symptom Score
NCT02718300,has_criteria,Day 28
NCT06019000,involves,hyposmia
NCT06019000,evaluates,CYR-064
NCT06019000,measures_primary,Safety and Tolerability
NCT06019000,measures_secondary,NRS-11 Smell-PRO
NCT06019000,measures_secondary,NRS-11 Taste-PRO
NCT06019000,measures_secondary,Mean Change in NRS-11 Smell-PRO
NCT06019000,measures_secondary,Mean Change in NRS-11 Taste-PRO
NCT06019000,measures_secondary,Change in VRS scores
NCT06019000,has_criteria,written informed consent
NCT06019000,has_criteria,18-65 years of age
NCT06019000,has_criteria,no structural issues
NCT00254800,involves,Healthy Females
NCT00254800,evaluates,Exenatide
NCT00254800,measures_primary,Pharmacokinetics profile
NCT00254800,measures_secondary,Safety and Tolerability
NCT00254800,has_criteria,Pre-menopausal female
NCT02762370,involves,Osteoarthritis of the knee
NCT02762370,involves,Type 2 Diabetes
NCT02762370,evaluates,FX006
NCT02762370,evaluates,TCA IR
NCT02762370,measures_primary,Glycemic Variability
NCT02762370,measures_secondary,Area Under the Effect (AUE) Curves
NCT02762370,has_criteria,Willingness and ability to comply
NCT01606670,involves,Parkinson's Disease
NCT01606670,evaluates,Neupro
NCT01606670,measures_primary,Change in UPDRS Part II
NCT01606670,measures_primary,Change in UPDRS Part III
NCT01606670,has_criteria,maintenance dose
NCT03559270,involves,Atopic Dermatitis
NCT03559270,evaluates,Baricitinib
NCT03559270,measures_primary,EASI75
NCT03559270,measures_secondary,IGA 0/1
NCT03559270,measures_secondary,BSA ≤3%
NCT03559270,has_criteria,Body Surface Area
NCT03585270,involves,Delayed Cerebral Ischemia
NCT03585270,evaluates,Clazosentan
NCT03585270,measures_primary,Clinical Deterioration
NCT03585270,measures_secondary,Cerebral Infarction
NCT03585270,has_criteria,Clinical Deterioration
NCT04014270,involves,Chronic Stroke
NCT04014270,evaluates,Self-modulated Functional Electrical Stimulation
NCT04014270,measures_primary,Change FMA-UE
NCT04014270,measures_secondary,Change ARAT
NCT04014270,has_criteria,Upper Limb Paresis
NCT01789970,involves,Chronic Low Back Pain
NCT01789970,evaluates,Hydrocodone Bitartrate Extended-Release Tablets
NCT01789970,measures_primary,Weekly Average Pain Intensity
NCT01789970,measures_secondary,Weekly Average Pain Intensity
NCT01789970,has_criteria,Discontinuation of study drug
NCT00647270,involves,Rheumatoid Arthritis
NCT00647270,evaluates,Adalimumab
NCT00647270,measures_primary,ACR20 response
NCT00647270,measures_secondary,HAQ-DI
NCT00647270,has_criteria,ACR20 criteria
NCT05397470,involves,Facioscapulohumeral Muscular Dystrophy
NCT05397470,evaluates,Losmapimod
NCT05397470,measures_primary,Change from Baseline in RSA
NCT05397470,measures_secondary,Quality of Life in Neurologic Disorders
NCT05397470,measures_secondary,Patient's Global Impression of Change
NCT05397470,has_criteria,Baseline and at Week 48
NCT02281370,involves,Healthy Subjects
NCT02281370,evaluates,Eltrombopag
NCT02281370,evaluates,Cyclosporine
NCT02281370,measures_primary,Composite PK parameters
NCT02281370,measures_secondary,Vital signs
NCT02281370,measures_secondary,Clinical laboratory assessments
NCT02281370,measures_secondary,Adverse events
NCT02281370,measures_secondary,Electrocardiogram
NCT02281370,has_criteria,18 to 64 years old
NCT02281370,has_criteria,Healthy subjects
NCT02281370,has_criteria,Body weight >=60 kg
NCT02281370,has_criteria,BMI 24.7-32.0 kg/m^2
NCT03099200,involves,HER2 Positive Breast Cancer
NCT03099200,evaluates,Productivity and Health-Related Quality of Life
NCT03099200,measures_primary,Work Productivity
NCT03099200,measures_secondary,Health Related Quality of Life
NCT03099200,has_criteria,Baseline
NCT03129100,involves,Axial Spondyloarthritis
NCT03129100,evaluates,Ixekizumab
NCT03129100,measures_primary,Percentage of Participants Who do Not Experience a Flare
